id_sentimen,id_tokoh,id_wilayah,platform,raw_text,sentiment_label,keyword_category,url_postingan,created_at,tanggal_mentah,tipe_kemarahan,target_serangan,wilayah
606,1,,TikTok,Tak pindah nang ab opo ae wae naknu,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
795,1,,TikTok,utang ku aja blm tak byr bos,Netral,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Nasib Rakyat / Kesejahteraan,Lainnya/Jateng
1209,1,,TikTok,dasar tidak memihak rayak,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
1335,1,,TikTok,dasar apa tidak memihak rkyat,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
1608,1,,TikTok,duh jan kie,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
1725,1,,TikTok,gubenur jateng takut miskin,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Pemerintahan,Lainnya/Jateng
1786,1,,TikTok,UMR tak seimbang,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
3549,3,,Instagram,Tidak ada kenaikan pajak raimu kui,Negatif,,,2026-02-25 19:46:39.483484+00:00,Tidak ada kenaikan pajak raimu kui,Beban Ekonomi,Institusi (Bapenda/Samsat),Lainnya/Jateng
1931,1,,TikTok,pak....jangan peras rakyat,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Lainnya/Jateng
1998,1,,TikTok,"Dasarnya hanyalah, #Tunda pjk",Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
2029,1,,TikTok,reti ngono ra tak balik nama,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
2110,1,,TikTok,belum balik modal,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
663,1,,TikTok,yg buat utang negara itu bukan RAKYAT,Netral,,,2026-02-25 19:46:39.483484+00:00,2-13,Beban Ekonomi,Pemerintahan,Lainnya/Jateng
228,1,,TikTok,Dapur pemerintah tidak Ngebul😁,Netral,,,2026-02-25 19:46:39.483484+00:00,2 h yang lalu,Lainnya,Pemerintahan,Pekalongan/Pantura (G)
2333,1,,TikTok,wah mok sitik no nk 66% minimal yo 660% no karuan nk kere masyarakat e,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
2416,1,,TikTok,utang...??,Netral,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Nasib Rakyat / Kesejahteraan,Lainnya/Jateng
2466,1,,TikTok,ngluwihi Londo wongiki,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Lainnya,Lainnya/Jateng
2794,2,,TikTok,bukan kebijakan pak.tpi penindasan,Netral,,,2026-02-25 19:46:39.483484+00:00,1 h yang lalu,Lainnya,Lainnya,Lainnya/Jateng
1,1,,TikTok,demo besar bsaran lutfi harun turun,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Gubernur,Lainnya/Jateng
3107,3,,Instagram,ini sist  🥹,Negatif,,,2026-02-25 19:46:39.483484+00:00,ini sist  🥹,Lainnya,Lainnya,Lainnya/Jateng
45,1,,TikTok,gus yasin teng pundi nggeh?,Negatif,,,2026-02-25 19:46:39.483484+00:00,4 h yang lalu,Lainnya,Wakil Gubernur,Lainnya/Jateng
788,1,,TikTok,kapokk mililih lufii,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Lainnya,Lainnya,Lainnya/Jateng
3346,3,,Instagram,ndobol,Negatif,,,2026-02-25 19:46:39.483484+00:00,ndobol,Lainnya,Lainnya,Lainnya/Jateng
3752,3,,Instagram,Kakehen alesan. Intine nek ra dihapus opsene ora tak bayari pajeke. Titik 🔥,Netral,,,2026-02-25 19:46:39.483484+00:00,Kakehen alesan. Intine nek ra dihapus opsene ora tak bayari pajeke. Titik 🔥,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
17,1,,TikTok,Turun aja lek lutfi klu gak memihak rakyat,Negatif,,,2026-02-25 19:46:39.483484+00:00,2 h yang lalu,Beban Ekonomi,Gubernur,Lainnya/Jateng
19,1,,TikTok,semua ini gara2 yasin ..coba lutfi gk disandingkan dengan yasin gk bakalan jadi tuh gubernur..16 tahun gus yasin jadi wakil gubernur tak pernah terlihat kerjanya cuman nongol pas pilgub doang trus ngilang....,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Wakil Gubernur,Pekalongan/Pantura (G)
361,1,,TikTok,rakyat di pajak teruusss. knp bukan para pejabat yg d kurangi gaji dan bonus2nya?,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Lainnya/Jateng
101,1,,TikTok,"akibat pajak opsen, dijamin banyak yg nunggak pajak LG.....",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
105,1,,TikTok,UMR rendah pajak tinggi,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
365,1,,TikTok,"Y urusane sing g bayar pajak lah, piutang kok sing melu nanggung rakyat sing lancar byr pajak, di pikir secara logika",Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Lainnya/Jateng
338,1,,TikTok,"beli kendaraan udah kena pajak..
tiap tahun masih kena pajak..
merdeka kok seperti masih dijajah",Negatif,,,2026-02-25 19:46:39.483484+00:00,5 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
250,1,,TikTok,"motore dewe mbok pajaki leh pak, aku lo ngangsor motor smp menteleng pak",Negatif,,,2026-02-25 19:46:39.483484+00:00,3 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Solo Raya (AD)
307,1,,TikTok,"mereka yang banyak utang, kok yang taat pajak yg harus nombokin,",Negatif,,,2026-02-25 19:46:39.483484+00:00,4 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Solo Raya (AD)
166,1,,TikTok,pancen utek2 polisi Ra iso adoh seko pajak kendaraan.,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
176,1,,TikTok,ora usah demo angger do bareng2 ora usah bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
192,1,,TikTok,"ko di bebankan sama yg taat pajak? harusnya yg utang pajak yg di tagih,bukan dibebankan pada yg mau pajak",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
206,1,,TikTok,stop bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
213,1,,TikTok,umr terendah pajak tertinggi,Negatif,,,2026-02-25 19:46:39.483484+00:00,2 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
225,1,,TikTok,pejabat bayar pajak rumah dinas kedaran dinas apa bayar apa tidak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
271,1,,TikTok,SELURUH INDONESIA STOP BAYAR PAJAK,Negatif,,,2026-02-25 19:46:39.483484+00:00,4 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
91,1,,TikTok,"boikot pajak, luthfi ternak mulyono",Negatif,,,2026-02-25 19:46:39.483484+00:00,1 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
297,1,,TikTok,UMP ga sebrp pajak setinggi langit,Negatif,,,2026-02-25 19:46:39.483484+00:00,4 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
352,1,,TikTok,"beli kena pajak
setelah beli kena pajak lagi 🤣😂",Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
354,1,,TikTok,ora meh bayar pajak motor,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
363,1,,TikTok,mudun bae lah dr pd semua ga bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
368,1,,TikTok,Ojo bayar pajak...,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
379,1,,TikTok,nek pajak dingo Bancakan Ono aturane pak,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
391,1,,TikTok,"masa bodo pak mobil motor gua udah berpuluh"" taun gapernah pajak gua pak sudi gua pajak",Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
421,1,,TikTok,Pajak adalah karam,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
439,1,,TikTok,kui maksute sing dwe kendaraan sing gak pajek meh disita kro ladusing,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
471,1,,TikTok,ngopeni ngelakoni pajek🤣,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
407,1,,TikTok,berarti sama saja yang taat pajak suruh nombokin yg nunggak pajakk 😂😂😂 ..,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Solo Raya (AD)
491,1,,TikTok,bebasin dong pajaknya.,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
497,1,,TikTok,Pajekke sok neh ae,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
595,1,,TikTok,menurutku masyarakat jangan bayar pajak hanya untuk memperkaya pejabat !,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
602,1,,TikTok,seluruh Indonesia stop bayar pajak kendaraan bermotor yang mencekik,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
607,1,,TikTok,pajak mulu.,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
624,1,,TikTok,males pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
625,1,,TikTok,"lah, dikiro pajak munggah sek pajak tambah okeh?",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
634,1,,TikTok,pajek rawis wis,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
642,1,,TikTok,UMR rendah pajek e Ra umum,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
643,1,,TikTok,rak usah bayar pajek kompak kayake jossss😁,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
650,1,,TikTok,Ojo mbayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
653,1,,TikTok,tambah ora dho pajek,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
375,1,,TikTok,"kok iso dadi gubernur ya..yg di pikir cma pajek terus,,harus nya mikirin masyarakat nya biar makmur..",Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
712,1,,TikTok,kompak tidak usah bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
715,1,,TikTok,"UMRe ra sepiro
pajeke ra kiro2",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
722,1,,TikTok,knp harus ada pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
727,1,,TikTok,"dongkrak pajek tok
dongkrak gaji umr ke tingkat max jd imbang dengan kemampuan membayar.",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
732,1,,TikTok,wes rasah bayar pajek,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
736,1,,TikTok,dgn kondisi seperti ini mestinya di lakukan pemutihan bkn mensikan klau di lakukan pemutihan justru orang akan byr pajak termasuk yg telat akan bayar,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
742,1,,TikTok,saya mau bayar pajak ko mikir yah meding buwat belik kolek bulan puwasaa,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
756,1,,TikTok,hayah giliran pajak nonggol...bencana ngilang,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
771,1,,TikTok,"stop pajak
kompak jawa tengah orak sepele.
UMR terendah di indonesia
pajak malah mencekik",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
785,1,,TikTok,umr e ra sepiro pajek e ra kiro kiro,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1061,1,,TikTok,KO BILANGNYA ISU..PADAHAL BENER DI TAIKIN PAJAK NYA,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
813,1,,TikTok,ra pajak kok di anggep utang?,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
698,1,,TikTok,"semakin besar pajak semakin besar pendapatan gubernur....
jawab gitu saja kok Repot...😂",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
853,1,,TikTok,heeh pak luar negri wae ora eneng pajak o,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
880,1,,TikTok,motorku 2 Ra tak bayar pajekno kaveh,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
881,1,,TikTok,opo ra iso mikir golek pendapat selain soko pajak to?,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
888,1,,TikTok,"pejabat kok yg di bahas pajak terus, duwete di gawe opo ????????.....",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
893,1,,TikTok,arep bayar pajak dadi aras arasen.,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
910,1,,TikTok,Ijin ora pajekan 🥰 kulino tertib malah bosok🥰,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
921,1,,TikTok,stop bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
851,1,,TikTok,"ra usah pajek, ngo mangan ae angel",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
907,1,,TikTok,"mentang2 mantan polisi,kenakan pajak dikendaraan,gak ada cara yg lainkah pak?",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
936,1,,TikTok,iyo demo pajak tahun 2024 1600-2025 2900 gek tahun iki piro,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
940,1,,TikTok,kita telat pajak 1 hari saja kenak denda padahal kita sudah taat bayar pajak oleng oleng,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
945,1,,TikTok,piutang....utang ma sapaaa...emg daerah klo nrima pajak nnt daerah bayar setoran ke siapa?,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
946,1,,TikTok,gw udah stop bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
947,1,,TikTok,pajak itu buat apa sih ?,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
961,1,,TikTok,pajak Vario 266 000,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
974,1,,TikTok,"boloo Ra usah PD pajak
percuma,,,",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
991,1,,TikTok,ORA AREP pAjek .,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
998,1,,TikTok,tambah jangan bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1096,1,,TikTok,"udah gausah ngeluh, pajak kan ujung2nya buat MBG juga🗿",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1126,1,,TikTok,serentak masyarakat tidak membayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1130,1,,TikTok,ga usah pajak aja yg di permasalahkan....itu Lo tambang tembaga di profot....,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1148,1,,TikTok,stop bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1159,1,,TikTok,kok bisa punya utang pak uwang pajak dikemnakan,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1161,1,,TikTok,itu sama saja membebankan utang pajak orang yg tidak taat pajak kepada yg taat pajak. 🤣🤣🤣,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1162,1,,TikTok,jadi tmbah malas byr pajak motor,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1167,1,,TikTok,seng taat malah ditengkek pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1170,1,,TikTok,Umr munggah e 5% pajek e munggah 66%🤣,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1185,1,,TikTok,makin males byr pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1186,1,,TikTok,pajak neh lakone.,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1197,1,,TikTok,dah lah gabung aja Ama Jabar aja..d Jabar ada penghapusan pajak tertunda malah pembangunan infrastruktur gila2an.,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1224,1,,TikTok,Bapak pajak infonesia,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1254,1,,TikTok,pajak Supra pengaritan 5 juta baru josss,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1273,1,,TikTok,sudi men bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1490,1,,TikTok,"piutang karena orang yang tidak tertib pajak, kenapa malah jadi tanggungan yang tertib pajak??",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Solo Raya (AD)
1283,1,,TikTok,Mogok berjamaah stop bayar pajak😁😁😁,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1309,1,,TikTok,ora ngurusi Sik keno bencana malah ngurusi lebarep mgundake pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1320,1,,TikTok,piye lurr...arek bayar pajek ora??,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1338,1,,TikTok,trus kalo ada yg nunggak suruh bayar yg taat pajak gitu?,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1343,1,,TikTok,"ojo di ngel"" lak do taat pajak",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1366,1,,TikTok,Arep Ora Bayar Pajek..😂,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1371,1,,TikTok,pantesan ngece kdm saat bebasin pajak....ternyata asline mumet,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1388,1,,TikTok,akeh kendaraan Mati pajak kedepanyaaa...kebijkanya kurang pas,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1413,1,,TikTok,"gak usah di perpanjang aja pajaknya, gitu aja kok repot",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1428,1,,TikTok,"logikanya aga salahh ga sih, masak yang di hukum yang taat bayar pajak jatuhnya",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1436,1,,TikTok,masa yg tertib bayar pajak hrs ikut nanggung ga tertib dgn kena pkb opsen smua. ga adil bro,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1453,1,,TikTok,tolak bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1454,1,,TikTok,"ngga usah demo .. cukup diam tak perlu bayar pajak kendaraan, abaikan",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1467,1,,TikTok,ee wes wegah pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1504,1,,TikTok,Isane mung ngundak no pajek... Tok...,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1510,1,,TikTok,rasah mbayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1122,1,,TikTok,motorku wes 5 tahun ora bayar pajak pak.. ndang razia iki neng omah loh.. 😅😅😅,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Lainnya,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1511,1,,TikTok,"aku ora arep bayar pajek🤣🤣
sepurone pajek ku wes mati ora bkl tal bayar pajeke",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1512,1,,TikTok,wes rasah pajek,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1518,1,,TikTok,rep ra pajek..ming di korup...,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1519,1,,TikTok,kok ngurusi pajak ya,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1522,1,,TikTok,pajek e nggo mbayar utang ndaaaa,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1526,1,,TikTok,"karepmu lah pak..unggahno wae nganti 1000%
ak ora bakal bayar pajak!!!!",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1537,1,,TikTok,tadinya mau bayar pajak tapi sekarang emoh😆,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1545,1,,TikTok,jgn ada yg bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1549,1,,TikTok,"bayangin, pajaknya lebih gede dari pendapatan warganya😂😂😂",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
1558,1,,TikTok,ndak mau bayar pajak,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
