id_sentimen,id_tokoh,id_wilayah,platform,raw_text,sentiment_label,keyword_category,url_postingan,created_at,tanggal_mentah,tipe_kemarahan,target_serangan,wilayah
3828,3,,Instagram,"😮podox podo lembaga pemerintahan kok cari aman, lempar kesalahan, masalah kebijakannn,,, ngene iki wong pekok kon ngurusi pemerintahan,, blokkk",Negatif,,,2026-02-25 19:46:39.483484+00:00,"😮podox podo lembaga pemerintahan kok cari aman, lempar kesalahan, masalah kebijakannn,,, ngene iki wong pekok kon ngurusi pemerintahan,, blokkk",Lainnya,Pemerintahan,Pekalongan/Pantura (G)
3515,3,,Instagram,rakyat diperas ae terus bos…,Negatif,,,2026-02-25 19:46:39.483484+00:00,rakyat diperas ae terus bos…,Beban Ekonomi,Institusi (Bapenda/Samsat),Lainnya/Jateng
3492,3,,Instagram,"Wkwk emang aneh negeri ku ini. Yg taat ga dpt apa2, malah ada opsen, yg ga taat bisa pemutihan. Ya engko bae bayare.",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Wkwk emang aneh negeri ku ini. Yg taat ga dpt apa2, malah ada opsen, yg ga taat bisa pemutihan. Ya engko bae bayare.",Lainnya,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3550,3,,Instagram,"Koreksi klo salah, setahu saya, memang daerah sudah nerapin opsen, cuman masih ada diskon sehingga Nettnya sama seperti sebelum ada opsen seperti jateng periode jan-mar 2025. Tolong dong program diskonnya diterapkan lagi biar tidak terlalu membebani masyarakat.",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Koreksi klo salah, setahu saya, memang daerah sudah nerapin opsen, cuman masih ada diskon sehingga Nettnya sama seperti sebelum ada opsen seperti jateng periode jan-mar 2025. Tolong dong program diskonnya diterapkan lagi biar tidak terlalu membebani masyarakat.",Lainnya,Pemerintahan,Pekalongan/Pantura (G)
3289,3,,Instagram,"Opsen ditentukan pemerintah pusat, dan opsen langsung masuk kepada pemkab/pemkot, tapi TARIF DASAR PKB sebagai dasar perhitungan itu ditetapkan oleh GUBERNUR.",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Opsen ditentukan pemerintah pusat, dan opsen langsung masuk kepada pemkab/pemkot, tapi TARIF DASAR PKB sebagai dasar perhitungan itu ditetapkan oleh GUBERNUR.",Lainnya,Pemerintahan,Pekalongan/Pantura (G)
3,1,,TikTok,"aturan kl menjajah rakyat itu buat Apa ....
dan pemerintah gak perduli bagaimana rakyat dptkan penghasilan, malah sibuk memajaki rakyat...",Negatif,,,2026-02-25 19:46:39.483484+00:00,17 j yang lalu,Beban Ekonomi,Pemerintahan,Pekalongan/Pantura (G)
3728,3,,Instagram,"Elit globalllllll UMR paling rendah, pajak opesen ditentukan pusat yang tiap daerah samaaaa Woooyy jika kita udah muak bersatu jadi gerakaaannnnn dan jadi konflikkk.....WOY sadarrrrr pemangku kebijakan",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Elit globalllllll UMR paling rendah, pajak opesen ditentukan pusat yang tiap daerah samaaaa Woooyy jika kita udah muak bersatu jadi gerakaaannnnn dan jadi konflikkk.....WOY sadarrrrr pemangku kebijakan",Lainnya,Pemerintahan,Pekalongan/Pantura (G)
2237,1,,TikTok,tidak usah demo dll cukup stop bayar pajak apapun.. biarkan pemerintah mandiri,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Lainnya,Pemerintahan,Pekalongan/Pantura (G)
2838,2,,TikTok,gak usah bayar pajak biar pemerintah bisa mandiri,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 h yang lalu,Lainnya,Pemerintahan,Pekalongan/Pantura (G)
2900,2,,TikTok,"Jawa Tengah pajeke ra masuk akal
KPK mohon sidik pemerintah Jateng.. termasuk adminya",Negatif,,,2026-02-25 19:46:39.483484+00:00,1 h yang lalu,Lainnya,Pemerintahan,Pekalongan/Pantura (G)
3531,3,,Instagram,NJKB kendaraan disesuaikan dengan harga pasar sebenarnya. Jangan malas untuk update harga NJKB. Walaupun ada Opsen pajak Jatim dan Jabar jatuhnya lebih murah daripada Jateng. Masak saya bayar pajak mobil tahun 2005 kena 3.2 jt. Setelah saya cek d samsat ternyata harga jual mobil saya (NJKB) lebih 90 jt dari harga pasaran sebenarnya.,Negatif,,,2026-02-25 19:46:39.483484+00:00,NJKB kendaraan disesuaikan dengan harga pasar sebenarnya. Jangan malas untuk update harga NJKB. Walaupun ada Opsen pajak Jatim dan Jabar jatuhnya lebih murah daripada Jateng. Masak saya bayar pajak mobil tahun 2005 kena 3.2 jt. Setelah saya cek d samsat ternyata harga jual mobil saya (NJKB) lebih 90 jt dari harga pasaran sebenarnya.,Lainnya,Pemerintahan,Pekalongan/Pantura (G)
2525,2,,TikTok,tulung KDM pindah saja ke Jateng. bukan membangun malah mikir pajak2 trs. kabar oper an gubernur 1 tahun saja KDM jadi gubernur jateng. bikin pusing . untung tak milih Golput aku🙏,Negatif,,,2026-02-25 19:46:39.483484+00:00,12 m yang lalu,Lainnya,Pemerintahan,Pekalongan/Pantura (G)
2433,1,,TikTok,terus jalan gimana pak. kok pajak trs. gelo aku biyen nyoblos😂,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Infrastruktur,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3175,3,,Instagram,INTINYA GAK USAH BAYAR PAJAK TOH PENDAPATAN KABUPATEN KOTA JUGA GAK DI GUNAKAN JALAN MASIH BANYAK YG RUSAK INFRASTRUKTUR MANGKRAK DAN KORUPSI MAKIN BANYAK,Negatif,,,2026-02-25 19:46:39.483484+00:00,INTINYA GAK USAH BAYAR PAJAK TOH PENDAPATAN KABUPATEN KOTA JUGA GAK DI GUNAKAN JALAN MASIH BANYAK YG RUSAK INFRASTRUKTUR MANGKRAK DAN KORUPSI MAKIN BANYAK,Infrastruktur,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3288,3,,Instagram,"Kabupatenku Korupsi ra ngutek. Kasuse ra beres2. Jalan yo ra pernah apik, mulus? Seh mulus kabupaten sebelah. Ngene kok arep bayar pajak. Sek tahun iki tak mrei sek le bayar pajak. 🙌",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Kabupatenku Korupsi ra ngutek. Kasuse ra beres2. Jalan yo ra pernah apik, mulus? Seh mulus kabupaten sebelah. Ngene kok arep bayar pajak. Sek tahun iki tak mrei sek le bayar pajak. 🙌",Infrastruktur,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3532,3,,Instagram,"balik ning transportasi umum wae koyo jaman mbien , sekolah numpak angkot , numpak bis , bange ndwe motor 5 mumet pajake , nik do numpak transportasi umum koyo mbien neh mesti fasilitase yo dibenahi , timbang bayar pajek dalan yo seh akeh sing njlegong gelombang ,",Negatif,,,2026-02-25 19:46:39.483484+00:00,"balik ning transportasi umum wae koyo jaman mbien , sekolah numpak angkot , numpak bis , bange ndwe motor 5 mumet pajake , nik do numpak transportasi umum koyo mbien neh mesti fasilitase yo dibenahi , timbang bayar pajek dalan yo seh akeh sing njlegong gelombang ,",Infrastruktur,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3900,3,,Instagram,"Bisanya cuman meres rakyat anjg, UMR rendah jalan ancur, provinsi paling miskin, pajak selangit, kalo kerja cuman meres rakyat doang mah gw juga bisa mnyet",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Bisanya cuman meres rakyat anjg, UMR rendah jalan ancur, provinsi paling miskin, pajak selangit, kalo kerja cuman meres rakyat doang mah gw juga bisa mnyet",Infrastruktur,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3372,3,,Instagram,Hai... kalian itu goblok atau gak ngerti etung2an. Jelas ada perbedaan nilai dari tahun2 sebelumnya koq masih aja bilang nggak naik. Jane karepmu piye to,Negatif,,,2026-02-25 19:46:39.483484+00:00,Hai... kalian itu goblok atau gak ngerti etung2an. Jelas ada perbedaan nilai dari tahun2 sebelumnya koq masih aja bilang nggak naik. Jane karepmu piye to,Beban Ekonomi,Lainnya,Pekalongan/Pantura (G)
3624,3,,Instagram,perbaikan seperti apa yg sudah dilakukan?intinya opsen itu memberatkanpaham nggeh bapak ibu,Negatif,,,2026-02-25 19:46:39.483484+00:00,perbaikan seperti apa yg sudah dilakukan?intinya opsen itu memberatkanpaham nggeh bapak ibu,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
3152,3,,Instagram,"Naiknya banyak lohhh dari tahun 2024 bayar 2.9jt tahun 2025 bukannya turun malah naik jadi 3.3jt.,Rumus ga naiknya dari mana? Kocak",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Naiknya banyak lohhh dari tahun 2024 bayar 2.9jt tahun 2025 bukannya turun malah naik jadi 3.3jt.,Rumus ga naiknya dari mana? Kocak",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1190,1,,TikTok,"sy punya mobil avansa,2006,plat b,Bekasi,tahun kemaren,kena,dua juta,enam ratus empat belas ribu,tahun ini naik jadi,2,805rb",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Gubernur,Pekalongan/Pantura (G)
162,1,,TikTok,"urusan pajak naik tampil no 1, dimana saat warganya kena musibah?",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
337,1,,TikTok,"memang sudah disiapkan bertujuan untuk menaikan pajak
agar para pejabat untung banyak",Negatif,,,2026-02-25 19:46:39.483484+00:00,5 h yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
518,1,,TikTok,kalo solusinya cuman naikkan pajak..gak perlu sekolah tinggi tinggi,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
684,1,,TikTok,"istilahnya begini, semakin kau mengejar semakin susah di dapat, tapi kalo santai nanti dengan sendirinya akan di dapat, kesimpulan, semakin ngejar untuk menutup utang dengn naikan pajak semakin banyak yang ga bayar, trus lebih baik di permudah juga pajaknya, contoh adanya pemutihan banyak kendaraan yang mati beberapa tahun mendadak di pajak, itu brati mau lancar di permudah dan di beri keringanan buat rakyat",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
734,1,,TikTok,"sebelum dinaikan aja depisit pajak hampir 2,8 triliun gimana klu dinaikin.....? makin devisit",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
810,1,,TikTok,pajak yg di besarkan... memeras rakyat... cara mudah mendapatkan uang dengan instan ya dari pajak sama seperti preman,Negatif,,,2026-02-25 19:46:39.483484+00:00,6 h yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
937,1,,TikTok,"naikkan pajak, naikkan gaji pegawai. mantap sekali.😂",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1015,1,,TikTok,rapat bagaimana cara mencekik rakyat dengan pajak... perekonomian lesu pajak kendaraan malah dinaikkan,Negatif,,,2026-02-25 19:46:39.483484+00:00,1 m yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1466,1,,TikTok,"pejabat bisanya cuma naikin pajak ,gak punya solusi yang lain ,pajabat jaman noooo,",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1469,1,,TikTok,pak tolong tiap tahun harga kendaraan turun tapi tiap tahun pajak kendaraan naik kasian pak yg ekonominya lg sulit,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1661,1,,TikTok,punya utang ya fokus ngelunasin. bukan pajaknya dinaikin. emangnya kalo pajak naik terus utang lunas ? LOL,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1729,1,,TikTok,"kalau rakyatnya nda mampu, apa harus di paksakan,
kemana salama ini uang pajaknya,",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1875,1,,TikTok,"mohon pencerahan .. hutangnya ke siapa ya
terus klo pjak naik terus semakin bnyak yg gk bayar pajak gimana yaa",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1957,1,,TikTok,lha kok bisa sampe utang pajak..kita wajib pajak dah tertip kok bayar pajak..kemana uangnya ..harusnya itu yg di telusuri bukan malah menaikan pajak...,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1995,1,,TikTok,"saya taun lalu bayar pajak truk 5250.000 tahun ini menjadi 5950.000 naik 700rb ,",Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2144,1,,TikTok,banksat emang pajak naik trus.tambah sejahtera juga gak.uang pajak buat bancakan,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2402,1,,TikTok,yg taat pajak pas pemutihan ga dpt keringanan apa bonus mangkok opo pie giliran kerja angel pajek mundak koyo ganti Rego,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2497,1,,TikTok,ilmu nalar ..sepeda motor n mobil semakin umur tua seharusnya pajek semakin turun tdk naik terus ..dimana nalarnya Hoy...,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2539,2,,TikTok,"bener tahun 2026 gak naik tapi naiknya saya rasakan 2025 waktu pajak motor vario,bukankan begitu min ??",Negatif,,,2026-02-25 19:46:39.483484+00:00,1 h yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2549,2,,TikTok,"pajak tidak naik tapi kalo bayar pajak mahal.ini yg bener yg mana🙏🙏🙏🙏
yg bener serentak SETOP bayar pajak🙏🙏🙏😂",Negatif,,,2026-02-25 19:46:39.483484+00:00,11 j yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2721,2,,TikTok,"pajak lahan mas nikel kemana ,
siapa yg pada makan hasil bumi NKRI",Negatif,,,2026-02-25 19:46:39.483484+00:00,20 j yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2812,2,,TikTok,"kalau menaikan PJK kog smangat sekali ya ? tp kalau sama"" biar rakyat tidak terbebani gimana kalau gaji semua pejabat di kurangi sama dgn kenaikan pajak kan berapa persen",Negatif,,,2026-02-25 19:46:39.483484+00:00,1 h yang lalu,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2937,3,,Instagram,Pajak mobil tahun 2023 habis 2.95 jt. Tahun 2024 turun jadi 2.85 jt. Lah kok 2025 mlejit 3.25 jt nan. Itu nggak ada naik pak ??? Padahal mobil lawas dan bukan mobil mewah.,Negatif,,,2026-02-25 19:46:39.483484+00:00,Pajak mobil tahun 2023 habis 2.95 jt. Tahun 2024 turun jadi 2.85 jt. Lah kok 2025 mlejit 3.25 jt nan. Itu nggak ada naik pak ??? Padahal mobil lawas dan bukan mobil mewah.,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2939,3,,Instagram,"wkwk ini mah cari aman, ya memang bener pkb ga naik, tapi ada tambahan kutipan lain (opsen) yang akhirnya total kutipan pajak jadi naik, permainan kata doang min min.",Negatif,,,2026-02-25 19:46:39.483484+00:00,"wkwk ini mah cari aman, ya memang bener pkb ga naik, tapi ada tambahan kutipan lain (opsen) yang akhirnya total kutipan pajak jadi naik, permainan kata doang min min.",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3600,3,,Instagram,Opsenmu ora umum,Negatif,,,2026-02-25 19:46:39.483484+00:00,Opsenmu ora umum,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
3721,3,,Instagram,Opsen ❌  Opset ✅,Negatif,,,2026-02-25 19:46:39.483484+00:00,Opsen ❌  Opset ✅,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
2946,3,,Instagram,Pajak mntor tahun 1998 yo pdo wae naik. Nk ngno wegah bayar pajak.. Naikke orak Kiro2.,Negatif,,,2026-02-25 19:46:39.483484+00:00,Pajak mntor tahun 1998 yo pdo wae naik. Nk ngno wegah bayar pajak.. Naikke orak Kiro2.,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
2965,3,,Instagram,"Semua demi Proyek MBG... yang butuh dana ratusan trillyun pertahun.. Bukan Makan Gratis, tp Makan Duit Pajak Rakyat..",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Semua demi Proyek MBG... yang butuh dana ratusan trillyun pertahun.. Bukan Makan Gratis, tp Makan Duit Pajak Rakyat..",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3029,3,,Instagram,"Dikalkulasi sama tahun sebelumnya itu termasuk naik, Pajak kendaraan memang turun drastis tapi muncul pajak OPSEN. Rakyat tidak sebodoh itu wahai penikmat pajak🥱",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Dikalkulasi sama tahun sebelumnya itu termasuk naik, Pajak kendaraan memang turun drastis tapi muncul pajak OPSEN. Rakyat tidak sebodoh itu wahai penikmat pajak🥱",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3037,3,,Instagram,Kendaraan beli pakai duit sendiri masih disuruh bayar pajak tiap tahun..... Penjajah Belanda dalam sejarah gak separah in....bukti kalau rakyat dibuat bodoh dan dibuat miskini,Negatif,,,2026-02-25 19:46:39.483484+00:00,Kendaraan beli pakai duit sendiri masih disuruh bayar pajak tiap tahun..... Penjajah Belanda dalam sejarah gak separah in....bukti kalau rakyat dibuat bodoh dan dibuat miskini,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3042,3,,Instagram,"Tahun 2025 setelah program2 itu, yang nunggak pajak berapa? Berapa % dari keseluruhan wajib pajak? Istilahnya berapa repaymemt rate-nya? Kalo repayment masih tinggi, 90-an%, mungkin agak masuk akal dinaikkan, tapi kalo dibawah itu, apa malah ndak akan menambah potensi para penunggak pajak membesar?",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Tahun 2025 setelah program2 itu, yang nunggak pajak berapa? Berapa % dari keseluruhan wajib pajak? Istilahnya berapa repaymemt rate-nya? Kalo repayment masih tinggi, 90-an%, mungkin agak masuk akal dinaikkan, tapi kalo dibawah itu, apa malah ndak akan menambah potensi para penunggak pajak membesar?",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3071,3,,Instagram,"Mohon maaf th 2025 pajak mobil saya sudah naik 400 rb bulan Mei 2025 saya taat pajak tpi tidak ada diskon brp persen pun pdhl tahun sebelumnya ada diskon 10% tapi entah lah tahun ini naik berapa lagi, lebih baik th ini saya ngak bayar pajak toh kyk th lalu ada pemutihan",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Mohon maaf th 2025 pajak mobil saya sudah naik 400 rb bulan Mei 2025 saya taat pajak tpi tidak ada diskon brp persen pun pdhl tahun sebelumnya ada diskon 10% tapi entah lah tahun ini naik berapa lagi, lebih baik th ini saya ngak bayar pajak toh kyk th lalu ada pemutihan",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3089,3,,Instagram,"Kenapa tarif pajak 2026 lebih tinggi dibandingkan tahun sebelumnya?  , Harusnya makin tua umur motor pajaknya makin murah, bukan malah naik. UMR JAWA TENGAH ITU RENDAH.",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Kenapa tarif pajak 2026 lebih tinggi dibandingkan tahun sebelumnya?  , Harusnya makin tua umur motor pajaknya makin murah, bukan malah naik. UMR JAWA TENGAH ITU RENDAH.",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3114,3,,Instagram,"Pret, tahun wingi bayar pajak be nyatane mundak 20rb, pdhl nganggone motor supra lawas, th 2003, pas ditakoni maring petugase, kok mundak pak, jawabe iya mundak mas.",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Pret, tahun wingi bayar pajak be nyatane mundak 20rb, pdhl nganggone motor supra lawas, th 2003, pas ditakoni maring petugase, kok mundak pak, jawabe iya mundak mas.",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3214,3,,Instagram,Heh supraku sing tahun 2014 wae maune  pajake 194 saiiki 242 malah soyo larang padahal bayarae rutin.,Negatif,,,2026-02-25 19:46:39.483484+00:00,Heh supraku sing tahun 2014 wae maune  pajake 194 saiiki 242 malah soyo larang padahal bayarae rutin.,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3215,3,,Instagram,Jangan SIBUK KLARIFIKASI  lebih baik Kembalikan ke TAHUN TAHUN SEBELUMNYA! PAJAK KENDARAAN ITU MAKIN TAMBAH TAHUN Harusnya makin turun bukannya makin naik kocak,Negatif,,,2026-02-25 19:46:39.483484+00:00,Jangan SIBUK KLARIFIKASI  lebih baik Kembalikan ke TAHUN TAHUN SEBELUMNYA! PAJAK KENDARAAN ITU MAKIN TAMBAH TAHUN Harusnya makin turun bukannya makin naik kocak,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
1193,1,,TikTok,salah pilih gubernur maneh.....Jan ......tobat bosku,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-12,Kekecewaan Politik,Gubernur,Pekalongan/Pantura (G)
3287,3,,Instagram,"Yo memang tidak ada kenaikan, di 2025 pun juga sudah ada opsen itu. Tapi nek pajek Supra thn 2011 lebih mahal daripada pajek Mio thn 2022, kui sing ngitung waras po ra?",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Yo memang tidak ada kenaikan, di 2025 pun juga sudah ada opsen itu. Tapi nek pajek Supra thn 2011 lebih mahal daripada pajek Mio thn 2022, kui sing ngitung waras po ra?",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3333,3,,Instagram,Ra ono kenaikan matamu   iso2 itung2an gak pajek sing 300 dadi tekan arep 400 rumangsamu ra Ono kenaikan,Negatif,,,2026-02-25 19:46:39.483484+00:00,Ra ono kenaikan matamu   iso2 itung2an gak pajek sing 300 dadi tekan arep 400 rumangsamu ra Ono kenaikan,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3411,3,,Instagram,Oalah ngga naik gaimna mind saya pajak motor vario tahun 2019 pajak tahun 2024 sebesar Rp.210.000 tahun 2025 pajaknya jadi  Rp. 290.000 masa dibilang ngga naik mind ?,Negatif,,,2026-02-25 19:46:39.483484+00:00,Oalah ngga naik gaimna mind saya pajak motor vario tahun 2019 pajak tahun 2024 sebesar Rp.210.000 tahun 2025 pajaknya jadi  Rp. 290.000 masa dibilang ngga naik mind ?,Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3420,3,,Instagram,"Tahun 2023 bayar PKB 168rb, tahun 2024 pkb 163.500 , tahun 2025 pkb 98.500 opsen 65.500 ( kupikir kan memang PKB th 2024 di pecah menjadi  PKB dan Opsen, karna total pembauaran pajak di th 2024 dan 2025 naik 500 perak saja), 2026 PKB naiik hampir 15% opsen juga naik hampir 15%... lhaaaa nek pajak e sek akeh ga mung 100rb an , mesti berasa banget pak naiiiiknya 😢",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Tahun 2023 bayar PKB 168rb, tahun 2024 pkb 163.500 , tahun 2025 pkb 98.500 opsen 65.500 ( kupikir kan memang PKB th 2024 di pecah menjadi  PKB dan Opsen, karna total pembauaran pajak di th 2024 dan 2025 naik 500 perak saja), 2026 PKB naiik hampir 15% opsen juga naik hampir 15%... lhaaaa nek pajak e sek akeh ga mung 100rb an , mesti berasa banget pak naiiiiknya 😢",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
896,1,,TikTok,Gara2 program MBG,Negatif,,,2026-02-25 19:46:39.483484+00:00,2-13,Lainnya,Lainnya,Lainnya/Jateng
3687,3,,Instagram,opsen tai,Negatif,,,2026-02-25 19:46:39.483484+00:00,opsen tai,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
3697,3,,Instagram,Ben ngerti temok e opsen sakmunu piye cara ngitunge?,Negatif,,,2026-02-25 19:46:39.483484+00:00,Ben ngerti temok e opsen sakmunu piye cara ngitunge?,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
3708,3,,Instagram,wkwkkwk opsenmu kakean lur,Negatif,,,2026-02-25 19:46:39.483484+00:00,wkwkkwk opsenmu kakean lur,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
3724,3,,Instagram,Lainnya bisa subsidi non opsen kog,Negatif,,,2026-02-25 19:46:39.483484+00:00,Lainnya bisa subsidi non opsen kog,Lainnya,Institusi (Bapenda/Samsat),Lainnya/Jateng
3422,3,,Instagram,"Motor cb150r Sebelum ada opsen pkb pajak 293,semenjak ada opsen pkb pajak jadi 334,emang harus stop bayar pajak sii,harusnya pajaknya turun tapi ini malah naik😂😂😂😂",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Motor cb150r Sebelum ada opsen pkb pajak 293,semenjak ada opsen pkb pajak jadi 334,emang harus stop bayar pajak sii,harusnya pajaknya turun tapi ini malah naik😂😂😂😂",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3560,3,,Instagram,"2024 pajak 1,5 , 2025 1,7 , 2026 2,1 , g naik dari mana nya ?????",Negatif,,,2026-02-25 19:46:39.483484+00:00,"2024 pajak 1,5 , 2025 1,7 , 2026 2,1 , g naik dari mana nya ?????",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3567,3,,Instagram,"Kemarin2 yg pada ga bayar pajak dapet pemutihan , yg tertip pajak dapat apa ? Malah naik tiap tahun ... ORa MUTU blas , umk ra sepiro pajak r kiro2 , Stop bayar pajak kendaraan",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Kemarin2 yg pada ga bayar pajak dapet pemutihan , yg tertip pajak dapat apa ? Malah naik tiap tahun ... ORa MUTU blas , umk ra sepiro pajak r kiro2 , Stop bayar pajak kendaraan",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
3641,3,,Instagram,"Pajek kendaraanku mundak 14 % hlo... tahun lalu ws mundak iki mundak maneh.. logika ne Pye..rega ne kendaraan saben taun hlo mudun..pajek e munggah...😢😢,",Negatif,,,2026-02-25 19:46:39.483484+00:00,"Pajek kendaraanku mundak 14 % hlo... tahun lalu ws mundak iki mundak maneh.. logika ne Pye..rega ne kendaraan saben taun hlo mudun..pajek e munggah...😢😢,",Beban Ekonomi,Institusi (Bapenda/Samsat),Pekalongan/Pantura (G)
